Genome	Phylum	Class	Order	Family	Genus
DRR042394_bin.22	Actinobacteria	Actinobacteria	Bifidobacteriales	Bifidobacteriaceae	Bifidobacterium
SRR2912789_bin.15	Firmicutes	Clostridia	Clostridiales	Peptostreptococcaceae	Clostridium
ERR1293698_bin.13	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	NA
ERR414279_bin.70	Firmicutes	Clostridia	Clostridiales	NA	NA
ERR209533_bin.23	Actinobacteria	Actinobacteria	Coriobacteriales	Coriobacteriaceae	Collinsella
ERR209454_bin.40	Tenericutes	NA	NA	NA	NA
ERR209456_bin.44	Firmicutes	Clostridia	Clostridiales	NA	NA
SRR5579982_bin.24	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcus
SRR5057083_bin.47	Firmicutes	Bacilli	Lactobacillales	Carnobacteriaceae	Granulicatella
SRR6028499_bin.11	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Blautia
ERR321433_bin.7	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides
SRR5127508_bin.12	Actinobacteria	Actinobacteria	Coriobacteriales	Coriobacteriaceae	Collinsella
ERR526073_bin.31	Actinobacteria	Actinobacteria	Coriobacteriales	Coriobacteriaceae	NA
SRR3917689_bin.29	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Blautia
SRR5127428_bin.28	Actinobacteria	Actinobacteria	Coriobacteriales	Coriobacteriaceae	Collinsella
ERR525771_bin.29	Actinobacteria	Actinobacteria	Coriobacteriales	Coriobacteriaceae	Collinsella
ERR1018270_bin.44	Firmicutes	Clostridia	Clostridiales	Peptostreptococcaceae	Clostridium
SRR2155352_bin.8	Actinobacteria	Actinobacteria	Coriobacteriales	Coriobacteriaceae	Collinsella
ERR1190839_bin.22	Firmicutes	Clostridia	Clostridiales	Peptostreptococcaceae	Clostridium
SRR6028212_bin.3	Proteobacteria	Alphaproteobacteria	NA	NA	NA
ERR1190809_bin.106	Proteobacteria	Deltaproteobacteria	Desulfovibrionales	Desulfovibrionaceae	Desulfovibrio
ERR1190864_bin.31	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella
ERR209454_bin.23	Firmicutes	NA	NA	NA	NA
ERR1305892_bin.72	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella
ERR1620283_bin.34	Firmicutes	Negativicutes	Selenomonadales	Acidaminococcaceae	Phascolarctobacterium
ERR1578650_bin.24	Actinobacteria	Actinobacteria	Coriobacteriales	Coriobacteriaceae	Collinsella
SRR6028647_bin.11	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella
SRR5056823_bin.60	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Blautia
ERR011116_bin.11	NA	NA	NA	NA	NA
ERR1190898_bin.13	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Blautia
ERR209778_bin.10	Firmicutes	Clostridia	Clostridiales	Eubacteriaceae	Eubacterium
SRR2912786_bin.33	Firmicutes	Clostridia	Clostridiales	Peptostreptococcaceae	Clostridium
ERR1578635_bin.37	Actinobacteria	Actinobacteria	Coriobacteriales	Coriobacteriaceae	Collinsella
SRR1761678_bin.28	Firmicutes	Clostridia	Clostridiales	Peptostreptococcaceae	Clostridium
ERR688506_bin.6	Firmicutes	Clostridia	Clostridiales	Eubacteriaceae	Eubacterium
SRR5127417_bin.21	Actinobacteria	Actinobacteria	Coriobacteriales	Coriobacteriaceae	Collinsella
SRR2857970_bin.38	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella
ERR1190868_bin.34	Actinobacteria	Actinobacteria	Coriobacteriales	Coriobacteriaceae	Collinsella
SRR2912779_bin.26	Firmicutes	Clostridia	Clostridiales	NA	NA
ERR636353_bin.5	Bacteroidetes	Flavobacteriia	Flavobacteriales	NA	NA
SRR585755_bin.44	Firmicutes	Clostridia	Clostridiales	NA	NA
ERR414309_bin.22	Firmicutes	Clostridia	Clostridiales	Oscillospiraceae	Oscillibacter
ERR911958_bin.57	Tenericutes	NA	NA	NA	NA
ERR321427_bin.5	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides
SRR5963371_bin.10	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	NA
ERR866592_bin.16	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	Porphyromonas
ERR1293919_bin.19	Proteobacteria	Alphaproteobacteria	Rickettsiales	NA	NA
ERR414326_bin.42	NA	NA	NA	NA	NA
ERR1305885_bin.13	Firmicutes	Clostridia	Clostridiales	NA	NA
SRR5106274_bin.29	Firmicutes	Negativicutes	Selenomonadales	Acidaminococcaceae	Phascolarctobacterium
SRR5056818_bin.28	Firmicutes	Clostridia	Clostridiales	NA	NA
ERR1293806_bin.3	NA	NA	NA	NA	NA
ERR1913047_bin.24	Bacteroidetes	Bacteroidia	Bacteroidales	NA	NA
SRR6054488_bin.15	Firmicutes	Clostridia	Clostridiales	NA	NA
ERR1190945_bin.22	Firmicutes	Clostridia	Clostridiales	Eubacteriaceae	Eubacterium
SRR1761671_bin.25	Tenericutes	Mollicutes	NA	NA	NA
SRR1930143_bin.2	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella
ERR414364_bin.11	Actinobacteria	Actinobacteria	Coriobacteriales	Coriobacteriaceae	Collinsella
SRR5127401_bin.3	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	NA
SRR5050585_bin.18	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lachnobacterium
ERR1293763_bin.7	Tenericutes	Mollicutes	Erysipelotrichales	Erysipelotrichaceae	Solobacterium
ERR688640_bin.60	Tenericutes	Mollicutes	Erysipelotrichales	Erysipelotrichaceae	Solobacterium
SRR3108079_bin.31	Firmicutes	Clostridia	Clostridiales	NA	NA
ERR414252_bin.28	Firmicutes	Clostridia	Clostridiales	NA	NA
SRR6054496_bin.10	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Blautia
ERR1578633_bin.68	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides
ERR1018309_bin.1	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	NA
SRR5127614_bin.11	Actinobacteria	Actinobacteria	Coriobacteriales	Coriobacteriaceae	Collinsella
ERR1953519_bin.47	Firmicutes	Clostridia	Clostridiales	Peptostreptococcaceae	Clostridium
ERR1190935_bin.17	NA	NA	NA	NA	NA
DRR042402_bin.18	Firmicutes	Negativicutes	Selenomonadales	Veillonellaceae	NA
SRR5106493_bin.30	Proteobacteria	Betaproteobacteria	Burkholderiales	Sutterellaceae	Sutterella
ERR209762_bin.16	Actinobacteria	Actinobacteria	Coriobacteriales	Coriobacteriaceae	Collinsella
SRR2912782_bin.17	Firmicutes	Negativicutes	Selenomonadales	Veillonellaceae	Dialister
SRR5580081_bin.8	Actinobacteria	Actinobacteria	Coriobacteriales	Coriobacteriaceae	Collinsella
SRR5580009_bin.42	Actinobacteria	Actinobacteria	Coriobacteriales	Coriobacteriaceae	Collinsella
ERR1018248_bin.30	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	NA
ERR1190952_bin.70	Tenericutes	NA	NA	NA	NA
SRR3737006_bin.12	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	NA
SRR5057076_bin.64	Firmicutes	Clostridia	Clostridiales	Eubacteriaceae	Eubacterium
SRR6028455_bin.4	Actinobacteria	Actinobacteria	Coriobacteriales	Coriobacteriaceae	Collinsella
ERR505084_bin.82	Verrucomicrobia	Opitutae	Opitutales	NA	NA
ERR505084_bin.34	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	NA
SRR3993036_bin.25	Firmicutes	Clostridia	Clostridiales	NA	NA
ERR1190935_bin.75	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	NA
ERR525804_bin.66	Firmicutes	Clostridia	Clostridiales	NA	NA
ERR1305897_bin.45	Firmicutes	Clostridia	Clostridiales	NA	NA
ERR1190823_bin.114	Bacteroidetes	Bacteroidia	Bacteroidales	NA	NA
ERR1620376_bin.17	Actinobacteria	Actinobacteria	Coriobacteriales	Coriobacteriaceae	Collinsella
SRR1761706_bin.29	Tenericutes	NA	NA	NA	NA
SRR5127569_bin.4	Actinobacteria	Actinobacteria	Coriobacteriales	Coriobacteriaceae	Collinsella
SRR1238140_bin.40	Firmicutes	Negativicutes	Selenomonadales	Veillonellaceae	Dialister
SRR5127533_bin.13	Actinobacteria	Actinobacteria	Coriobacteriales	Coriobacteriaceae	Collinsella
SRR3992965_bin.54	Actinobacteria	Actinobacteria	Coriobacteriales	Coriobacteriaceae	NA
ERR1293786_bin.22	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides
ERR321161_bin.10	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides
SRR5032292_bin.31	Firmicutes	Negativicutes	Selenomonadales	Veillonellaceae	Veillonella
ERR1190568_bin.22	Actinobacteria	Actinobacteria	Coriobacteriales	Coriobacteriaceae	Collinsella
ERR321433_bin.8	Firmicutes	Clostridia	Clostridiales	Peptostreptococcaceae	Clostridium
ERR1018258_bin.18	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	Parabacteroides
ERR1018187_bin.72	Firmicutes	Clostridia	Clostridiales	Peptococcaceae	NA
SRR5275432_bin.5	Tenericutes	NA	NA	NA	NA
SRR2992900_bin.40	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	Parabacteroides
SRR5558220_bin.25	Firmicutes	Clostridia	Clostridiales	NA	NA
ERR1190956_bin.7	Firmicutes	Clostridia	Clostridiales	Peptostreptococcaceae	Clostridium
ERR525787_bin.48	Cyanobacteria	Melainabacteria	Gastranaerophilales	NA	NA
ERR505084_bin.28	NA	NA	NA	NA	NA
ERR525911_bin.23	Actinobacteria	Actinobacteria	Coriobacteriales	Coriobacteriaceae	NA
SRR5057027_bin.1	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella
ERR414325_bin.28	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Roseburia
SRR1761679_bin.64	Firmicutes	Negativicutes	Selenomonadales	Veillonellaceae	Selenomonas
SRR3108056_bin.58	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	NA
SRR5558335_bin.32	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella
SRR5558411_bin.30	Proteobacteria	Betaproteobacteria	Burkholderiales	Sutterellaceae	Sutterella
SRR5056818_bin.119	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella
ERR688537_bin.13	Actinobacteria	Actinobacteria	Bifidobacteriales	Bifidobacteriaceae	Bifidobacterium
SRR5279269_bin.27	Firmicutes	Clostridia	Clostridiales	Eubacteriaceae	Eubacterium
ERR1953523_bin.134	Actinobacteria	Actinobacteria	Coriobacteriales	Coriobacteriaceae	Collinsella
ERR525788_bin.2	Firmicutes	Clostridia	Clostridiales	Peptostreptococcaceae	Clostridium
ERR1912992_bin.32	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	NA
ERR1190600_bin.25	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Roseburia
ERR1620311_bin.17	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides
SRR5106280_bin.42	Firmicutes	Clostridia	Clostridiales	NA	NA
ERR1912950_bin.18	Firmicutes	Clostridia	Clostridiales	Peptostreptococcaceae	Clostridium
ERR1913106_bin.16	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcus
SRR1821190_bin.19	Firmicutes	Negativicutes	Selenomonadales	Veillonellaceae	Veillonella
SRR3993002_bin.12	Firmicutes	Clostridia	Clostridiales	NA	NA
ERR414279_bin.74	Firmicutes	Clostridia	Clostridiales	NA	NA
SRR5580040_bin.36	Actinobacteria	Actinobacteria	Coriobacteriales	Coriobacteriaceae	Collinsella
ERR321455_bin.1	Firmicutes	Clostridia	Clostridiales	Peptostreptococcaceae	Clostridium
SRR1793408_bin.4	Actinobacteria	Actinobacteria	Coriobacteriales	Coriobacteriaceae	Collinsella
SRR5056698_bin.29	Actinobacteria	Actinobacteria	Coriobacteriales	Coriobacteriaceae	Collinsella
ERR1018218_bin.42	Firmicutes	Negativicutes	Selenomonadales	Veillonellaceae	Veillonella
ERR866599_bin.2	Actinobacteria	Actinobacteria	Actinomycetales	Actinomycetaceae	Actinomyces
SRR1761710_bin.1	Actinobacteria	Actinobacteria	Coriobacteriales	Coriobacteriaceae	Collinsella
ERR414356_bin.45	Firmicutes	Clostridia	Clostridiales	Eubacteriaceae	Eubacterium
SRR5580037_bin.27	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	NA
SRR1492905_bin.7	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Anaerotignum
ERR1190927_bin.14	Firmicutes	Clostridia	Clostridiales	Peptostreptococcaceae	Clostridium
ERR525911_bin.16	Firmicutes	Negativicutes	Selenomonadales	Acidaminococcaceae	Phascolarctobacterium
ERR589849_bin.14	Tenericutes	Mollicutes	Erysipelotrichales	Erysipelotrichaceae	NA
SRR4408068_bin.15	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	NA
SRR5127708_bin.5	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	NA
ERR1578626_bin.68	Actinobacteria	Actinobacteria	Coriobacteriales	Coriobacteriaceae	Collinsella
SRR2992882_bin.74	Bacteroidetes	Bacteroidia	Bacteroidales	Rikenellaceae	Alistipes
ERR1018228_bin.64	Proteobacteria	Gammaproteobacteria	Aeromonadales	Succinivibrionaceae	Succinatimonas
SRR1930144_bin.12	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella
SRR5279223_bin.36	Proteobacteria	Betaproteobacteria	Burkholderiales	Sutterellaceae	Sutterella
SRR3992992_bin.39	Firmicutes	Clostridia	Clostridiales	Peptostreptococcaceae	Clostridium
SRR3736988_bin.23	Actinobacteria	Actinobacteria	Coriobacteriales	Coriobacteriaceae	NA
SRR1761694_bin.32	Actinobacteria	Actinobacteria	Coriobacteriales	Coriobacteriaceae	Collinsella
ERR209778_bin.22	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	NA
SRR5127434_bin.19	Actinobacteria	Actinobacteria	Coriobacteriales	Coriobacteriaceae	Collinsella
ERR209453_bin.26	Firmicutes	Negativicutes	Selenomonadales	Acidaminococcaceae	Phascolarctobacterium
SRR4305433_bin.26	Firmicutes	Clostridia	Clostridiales	NA	NA
ERR011265_bin.19	Firmicutes	Clostridia	Clostridiales	Peptostreptococcaceae	Clostridium
ERR209782_bin.25	Firmicutes	Clostridia	Clostridiales	NA	NA
ERR414235_bin.69	Tenericutes	NA	NA	NA	NA
ERR321203_bin.19	Tenericutes	NA	NA	NA	NA
ERR2013562_bin.51	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae	NA
ERR525959_bin.49	Tenericutes	NA	NA	NA	NA
ERR2013621_bin.20	Firmicutes	Clostridia	Clostridiales	Peptostreptococcaceae	Clostridium
ERR1305905_bin.1	Firmicutes	Clostridia	Clostridiales	NA	NA
SRR3993038_bin.47	Proteobacteria	Alphaproteobacteria	NA	NA	NA
SRR6028632_bin.6	Proteobacteria	Betaproteobacteria	Burkholderiales	Sutterellaceae	Sutterella
SRR5279294_bin.40	Proteobacteria	Deltaproteobacteria	Desulfovibrionales	Desulfovibrionaceae	Desulfovibrio
SRR6028166_bin.22	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lachnobacterium
ERR1620328_bin.21	Proteobacteria	Deltaproteobacteria	Desulfovibrionales	Desulfovibrionaceae	Desulfovibrio
ERR1620320_bin.49	Firmicutes	Clostridia	Clostridiales	NA	NA
SRR1761667_bin.28	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella
ERR321433_bin.13	NA	NA	NA	NA	NA
ERR209655_bin.24	Actinobacteria	Actinobacteria	Coriobacteriales	Coriobacteriaceae	Collinsella
SRR5106300_bin.29	Bacteroidetes	Bacteroidia	Bacteroidales	Rikenellaceae	Alistipes
ERR1018252_bin.42	Actinobacteria	Actinobacteria	Coriobacteriales	Coriobacteriaceae	Collinsella
ERR525748_bin.15	Firmicutes	Clostridia	Clostridiales	Peptococcaceae	NA
ERR1190859_bin.40	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	NA
SRR769509_bin.5	Firmicutes	Clostridia	Clostridiales	Peptostreptococcaceae	Clostridium
ERR414269_bin.21	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides
SRR5032288_bin.6	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	NA
ERR1018220_bin.42	Actinobacteria	Actinobacteria	Coriobacteriales	Coriobacteriaceae	Collinsella
ERR414334_bin.22	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella
ERR589530_bin.39	Firmicutes	Clostridia	Clostridiales	NA	NA
SRR2155375_bin.1	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcus
ERR688606_bin.21	Firmicutes	Clostridia	Clostridiales	NA	NA
SRR3737021_bin.47	Firmicutes	Clostridia	Clostridiales	NA	NA
SRR3737028_bin.35	Firmicutes	Clostridia	Clostridiales	Peptostreptococcaceae	Clostridium
SRR1930144_bin.8	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	NA
ERR1293766_bin.22	Actinobacteria	Actinobacteria	Coriobacteriales	Coriobacteriaceae	Collinsella
SRR6054490_bin.8	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	NA
ERR1578629_bin.37	Actinobacteria	Actinobacteria	Coriobacteriales	Coriobacteriaceae	Collinsella
SRR2992882_bin.34	Firmicutes	Clostridia	Clostridiales	Peptostreptococcaceae	Clostridium
SRR5279231_bin.17	Firmicutes	Clostridia	Clostridiales	NA	NA
ERR911961_bin.50	Tenericutes	NA	NA	NA	NA
SRR1761698_bin.19	Firmicutes	Clostridia	Clostridiales	Peptostreptococcaceae	Clostridium
SRR1761699_bin.53	Tenericutes	NA	NA	NA	NA
SRR6054460_bin.14	Tenericutes	Mollicutes	NA	NA	NA
ERR414338_bin.46	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	NA
ERR589511_bin.17	Firmicutes	Clostridia	Clostridiales	Peptostreptococcaceae	Clostridium
ERR525879_bin.28	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	NA
SRR1761689_bin.37	Tenericutes	NA	NA	NA	NA
SRR5056815_bin.50	Firmicutes	Clostridia	Clostridiales	Peptostreptococcaceae	Clostridium
ERR1018268_bin.58	Bacteroidetes	Flavobacteriia	Flavobacteriales	NA	NA
ERR1190913_bin.49	Firmicutes	Clostridia	Clostridiales	NA	NA
ERR414356_bin.21	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Blautia
SRR5275395_bin.54	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	NA
ERR688644_bin.6	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella
ERR414305_bin.19	Firmicutes	Clostridia	Clostridiales	Peptostreptococcaceae	Clostridium
ERR1305899_bin.58	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	NA
ERR209657_bin.28	Actinobacteria	Actinobacteria	Coriobacteriales	Coriobacteriaceae	Collinsella
SRR5056930_bin.3	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	NA
SRR5558107_bin.77	Actinobacteria	Actinobacteria	Coriobacteriales	Coriobacteriaceae	Olsenella
SRR453564_bin.8	Firmicutes	Clostridia	Clostridiales	Peptostreptococcaceae	Clostridium
SRR4305099_bin.1	Actinobacteria	Actinobacteria	Coriobacteriales	Coriobacteriaceae	Collinsella
SRR3736999_bin.24	Actinobacteria	Actinobacteria	Coriobacteriales	Coriobacteriaceae	Eggerthella
SRR3917692_bin.41	Firmicutes	Clostridia	Clostridiales	NA	NA
ERR414265_bin.30	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	NA
ERR1305895_bin.46	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella
ERR209454_bin.2	Firmicutes	Clostridia	NA	NA	NA
ERR1018240_bin.57	Firmicutes	Clostridia	Clostridiales	Eubacteriaceae	Eubacterium
SRR5127671_bin.14	Actinobacteria	Actinobacteria	Coriobacteriales	Coriobacteriaceae	Collinsella
SRR2912801_bin.32	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Butyricicoccus
ERR589511_bin.10	Firmicutes	Clostridia	Clostridiales	Peptostreptococcaceae	Clostridium
ERR414316_bin.6	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcus
SRR5275432_bin.18	Firmicutes	Clostridia	Clostridiales	Peptostreptococcaceae	Clostridium
SRR3132471_bin.3	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	NA
SRR5056648_bin.54	Actinobacteria	Actinobacteria	Coriobacteriales	Coriobacteriaceae	Slackia
ERR1297714_bin.19	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella
SRR6028191_bin.15	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides
ERR1953518_bin.19	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides
ERR414278_bin.68	Tenericutes	NA	NA	NA	NA
SRR1761699_bin.20	Firmicutes	Clostridia	Clostridiales	Peptostreptococcaceae	Clostridium
SRR585761_bin.1	Firmicutes	Clostridia	Clostridiales	Peptostreptococcaceae	Clostridium
SRR3917587_bin.7	Firmicutes	Clostridia	Clostridiales	NA	NA
ERR321346_bin.8	Firmicutes	Clostridia	Clostridiales	Peptostreptococcaceae	Clostridium
ERR1578682_bin.34	Actinobacteria	Actinobacteria	Coriobacteriales	Coriobacteriaceae	Slackia
ERR636353_bin.86	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides
SRR6028446_bin.9	Firmicutes	Clostridia	Clostridiales	NA	NA
SRR3108064_bin.4	NA	NA	NA	NA	NA
SRR1761717_bin.13	Tenericutes	NA	NA	NA	NA
ERR1293936_bin.10	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Ruminococcus
SRR1761687_bin.55	Firmicutes	Clostridia	Clostridiales	Peptostreptococcaceae	Clostridium
ERR209470_bin.17	Tenericutes	NA	NA	NA	NA
SRR5057128_bin.25	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Ruminococcus
ERR1018230_bin.75	Firmicutes	Clostridia	Clostridiales	Peptostreptococcaceae	Clostridium
SRR1761714_bin.14	NA	NA	NA	NA	NA
SRR5057039_bin.30	Firmicutes	Clostridia	Clostridiales	NA	NA
SRR4481774_bin.7	Firmicutes	Clostridia	Clostridiales	Peptostreptococcaceae	Clostridium
ERR2013560_bin.16	Actinobacteria	Actinobacteria	Coriobacteriales	Coriobacteriaceae	Collinsella
ERR1305896_bin.61	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	NA
SRR341684_bin.15	Firmicutes	Clostridia	Clostridiales	Peptostreptococcaceae	Clostridium
ERR1190836_bin.57	Firmicutes	Clostridia	Clostridiales	NA	NA
SRR2155369_bin.4	Firmicutes	Clostridia	Clostridiales	NA	NA
ERR2013583_bin.9	Firmicutes	Clostridia	Clostridiales	Peptostreptococcaceae	Clostridium
ERR1578622_bin.15	Firmicutes	Clostridia	Clostridiales	Peptostreptococcaceae	Clostridium
SRR341662_bin.9	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella
ERR1190731_bin.28	Firmicutes	Clostridia	Clostridiales	Peptostreptococcaceae	Clostridium
SRR5056738_bin.13	Firmicutes	Clostridia	Clostridiales	NA	NA
ERR1190831_bin.20	Firmicutes	Clostridia	Clostridiales	Peptostreptococcaceae	Clostridium
ERR589505_bin.72	Firmicutes	Negativicutes	Selenomonadales	Veillonellaceae	Selenomonas
SRR5558297_bin.55	Actinobacteria	Actinobacteria	Coriobacteriales	Coriobacteriaceae	Collinsella
ERR1620362_bin.35	Firmicutes	Clostridia	Clostridiales	Peptostreptococcaceae	Clostridium
ERR1305899_bin.47	Firmicutes	Clostridia	Clostridiales	NA	NA
ERR688506_bin.43	Actinobacteria	Actinobacteria	Coriobacteriales	Coriobacteriaceae	Collinsella
ERR011192_bin.15	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella
ERR1305900_bin.95	Firmicutes	Clostridia	Clostridiales	NA	NA
ERR505083_bin.68	NA	NA	NA	NA	NA
ERR209185_bin.21	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Butyrivibrio
ERR1293725_bin.13	Firmicutes	Clostridia	NA	NA	NA
ERR414250_bin.15	Firmicutes	Clostridia	Clostridiales	Peptostreptococcaceae	Clostridium
SRR5275395_bin.6	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	NA
SRR1761704_bin.29	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	NA
SRR769518_bin.25	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	NA
ERR1620344_bin.21	Firmicutes	Negativicutes	Selenomonadales	Veillonellaceae	Megasphaera
SRR3582149_bin.12	Firmicutes	Negativicutes	Selenomonadales	Veillonellaceae	Dialister
ERR1018223_bin.41	Actinobacteria	Actinobacteria	Coriobacteriales	Coriobacteriaceae	Collinsella
SRR2992884_bin.50	Firmicutes	Clostridia	Clostridiales	NA	NA
SRR5580035_bin.43	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides
ERR866580_bin.6	Proteobacteria	Betaproteobacteria	Rhodocyclales	Rhodocyclaceae	NA
SRR341590_bin.30	Firmicutes	Clostridia	Clostridiales	Peptostreptococcaceae	Clostridium
ERR414332_bin.49	Tenericutes	NA	NA	NA	NA
ERR1293658_bin.10	Actinobacteria	Actinobacteria	Coriobacteriales	Coriobacteriaceae	Collinsella
SRR5106295_bin.36	Firmicutes	Clostridia	Clostridiales	NA	NA
SRR1761709_bin.12	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	NA
SRR1761677_bin.20	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	NA
SRR5558196_bin.77	Firmicutes	Clostridia	Clostridiales	Peptostreptococcaceae	Clostridium
SRR2912775_bin.30	Actinobacteria	Actinobacteria	Coriobacteriales	Coriobacteriaceae	Collinsella
SRR6038464_bin.2	Firmicutes	Clostridia	Clostridiales	NA	NA
ERR414318_bin.65	Tenericutes	NA	NA	NA	NA
SRR1761698_bin.37	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	NA
ERR1293845_bin.21	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides
SRR5558284_bin.37	Firmicutes	Clostridia	Clostridiales	Peptostreptococcaceae	Clostridium
ERR414373_bin.20	Firmicutes	Negativicutes	Selenomonadales	Acidaminococcaceae	Phascolarctobacterium
SRR5558198_bin.30	NA	NA	NA	NA	NA
ERR525716_bin.69	Bacteroidetes	Bacteroidia	Bacteroidales	NA	NA
ERR525979_bin.25	Firmicutes	Clostridia	Clostridiales	NA	NA
ERR589849_bin.11	Fusobacteria	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	Fusobacterium
SRR5057039_bin.40	Firmicutes	Clostridia	Clostridiales	Oscillospiraceae	Oscillibacter
SRR5127392_bin.30	Proteobacteria	Betaproteobacteria	Burkholderiales	Sutterellaceae	Sutterella
ERR525899_bin.8	Actinobacteria	Actinobacteria	Actinomycetales	Actinomycetaceae	Actinomyces
